text,annotation
শেষ পর্যন্ত অসাধারণ সুন্দর হইছে,0
সেরা অভিনেতা অবশ্যই চঞ্চল চৌধুরী,0
আরিয়ান তুমি কি ভাই এতো সুন্দর নাটক কিভাবে তৈরি করেন ভালোবাসা রহিলো হে পরিচালক,0
দূত বিচার করবে কারন ভারতের তরবাবাটা টেলা দিছে। নরনদ্রমুদি তর বাপ মাগির পুলা,1
পরসা ইভানা সুন্দর অভিনয় করছে,0
নাটকটা অনেক ভাল হইছেবিধবা মেয়েদের সমাজে দাম দেওয়া উচিতনাটকটা থেকে অনেক কিছু শেখার আছে,0
বৃন্দাবন দাস এর কাজগুলো সবসময় ভাল লাগার হয়আর শেখার অনেক কিছু থাকে,0
ওরে ভাই মালাউন নাপাকের গোষ্ঠী গালি দিচ্ছে ওর দর মুতি খাওয়াতে হবে,2
আড়াইল্যা মাগির পোলা,1
শাহানাজ খুশির ক্যারিয়ারে সেরা অভিনয়,0
সবি ভালো লাগলো কিন্তু অভিনয় আর বাস্তব আমার কাছে একই তাই নিজের বউকে বোন না বানানোই ভালো আর মানুষ সফলতা পেতে বিফলতা ভুলে যায় তাই সফলতার সাথে বিফলাতাও জড়িত সেটা মনে রাখা দরকার,0
ইসলামে মারে চুদেছে ইসলামে মারে নাভি চুদা ভোদা দুদু ভোদা দুদু চুদি তোদের মাহিলাদের,2
"বর্তমান সরকার কোন সরকারেই না??জারত সন্তান যে রকম, সেই রকম ও বর্তমান সরকার?? ",2
"হাইরে পাকিস্তানের বিজ একটু সম্মান দিয়া কথা বল, তর মা পাকিস্তানের দাশিকে নিজের মেমে বলে পরিচয় দিছিলো",2
"যতদিন পুলিশ ঢাকার বাইরে টেনে নিয়ে ধর্ষন প্রতিহত করা হবে, তত দিন ওরা শায়েস্তা হবেনা",2
"অবৈধ সরকারকে আর দেশের জনগন দেখতে চায় না,সবাই অতিষ্ট!",2
মেহেজাবিন এর বোনটা অনেক কিউট,0
নাটকে নামাজের উপদেশটা খুবই ভাল লেগেছে,0
"ওই শালার পোলা মিথ্যে বলিস কেন বুদ্ধ ধর্মের উৎপত্তি কথ সালে আর ইসলাম ধর্মের উৎপত্তি কথ সালে,না জেনে শুনে কথা বলিস কেন ? ",2
এক ঝাক মাদারচুদের বাচ্চা রা,1
নাইচ নাটক অসাধারন বুরো হলে এমনই হয় আল্লাহ কেন এদুনিয়ায় পাঠাল কত মায়া সামি স্এির মাজে মরেগেলে সৃতি ভুলা জায়না সতি,0
বাংলাদেশের জঙ্গি বিশেষজ্ঞ সওয়ার হয়েছে জামায়াত-বিএনপির উপর,2
অসাধারন নিশা ভাই নাটক টা মন ছুয়ে গেলে,0
যুগে যুগে তোদের ধর্মগুরুরা পল্টি মেরেছে তোদের ধর্ম ব্যবসা টিকিয়ে একসময় বলতো গাছের প্রান নাই গাছ খাওয়া যাবে যখন প্রমান হলো গাছের প্রান আছে তখন বলে আরে গাছের ইন্দ্রিয় দুইটা কম তাই গাছ খাওয়া যাবে ।,2
মুসলিম নামের নাস্তিকরা এখন দেখিস না তোর হিন্দু বাপেরা মুসলিমদের প্রকাশ্যে ধর্ষন করলো,2
"মাহি এবং তার বাবার জামাতের ১,ইউনিয়নের ভোট ও নেই",1
এখন বলবে এই ম্যাচের হার থেকে শিক্ষা নিয়ে পরের ম্যাচে ভালো কিছু করবো দুই হাজার সাত সাল থেকে শুনে আসছি আমি এই একই কথা আর কতো হারবে আর কতো শিক্ষা লাগবে নিবে জাতি জানতে চায় তোদের কাছে,1
‘এই এই ছবিতে আমার চোখের পাতি পড়ে গেছে…আবার তুলো’ এই কথা বলার স্কোপ ছিলো না,0
"হুট্ করে কালবৈশাখী ঝড় আসায়, দুই হাতে লুঙ্গি ধরে রাখতে যেয়ে বেচারার পাগড়ি গেছে উড়ে ...",0
অপূর্ব অভিনীত একটি সেরা নাটক,0
দুচোখে ঘুম আসে না বুকের ব্যাতায়,1
নামাজ টা ২ জন পড়লে ভালো লাগতো,0
ঝাড়িও দিয়েছি অবশ্য,0
আপনারা হিন্দুদের মত মাথামোটা নির্বোধ পৃথিবীতে আর এমন কোন জাতি ছিল বলে মনে হয় না।,2
এর জন্য দায়ী পাকিস্তান আর আপনারা। জাল নোটের কারখানা খুলে রমরমিয়ে নোট ছেপেছেন। আর ভারতের মন কত উদার তা আপনারা নিজেরাও জানেন। এবং এর নোট বাতিলের পর বাংলাদেশ থেকে আসা কিছু মানুষ বিপদে পড়েছিল তখন কলকাতার কিছু বাসিন্দা তাদের খুচরো টাকা দিয়ে সাহায্য করেন যাতে তারা নিজের দেশে ফিরতে পারেন। এই খবর গূলো কেন দেন নি? পাকিস্তান কিন্তু আপনাদেরও বন্ধু হবে না যাদের জন্য এত লাফালাফি করছেন।,2
ভাই তর সব কয়টা নাটক ভালো লাগে,0
"লেখাপড়া শেষে যদি কাজ না হয়, আমি রে রিপোর্ট মারুম",2
কি নাটক বানাইছেন মিয়া শেষ পযন্ত কানদাঁইয়া ছাড়লেন এক কথাই অসাধারণ এমন নাটক আরো চাই,0
অসাধারণ নাটককোনো তুলনা নাইশামিম ভাই আর সাজ্জাদ ভাই সুপার,0
ওরে হাসিরে সবাই ক্রাস খাবে আমার ক্রাস আর উপর,0
এ মাগি কাপড় টা আরেকটু উপরে তুল,1
খুব ভালো লাগলো ভাইনামাজের মেসেজ টা দিয়েঅনেক ভালো লাগলো,0
এক্সপ্রেশন দেখে মনে হচ্ছে রমজানের তিরিশ টা দিন অনেক ধৈর্য্য ধইরা ছিলো ৷,1
শালা মালাউনের বাচ্চা আবার শ্রেষ্ঠ শিক্ষক,2
ভিডিও ছড়িয়ে গেলো,0
সত্য কথা বলতে কি বাংলাদেশের নাটক গুলো বাংলার মানুষরাই দেখে অন্য কোনো দেশে দেখানো হয় না অন্য কোন চ্যানেলে প্রচার হয় না তাই আমরা পিছিয়ে আছে গুড লাক অপূর্ব ভাইয়া আপনাকে অনেক অনেক ভালো লাগে আপনার নাটক যতই দেখি আমার মন ভরে না আই লাভ ইউ সো মাচ,0
‘কয়টা গরু ছাগল দিলেন এই ঈদে?’,0
৫৩ মিনিট নাটকের মাঝে এত কিছুমানতে পারলাম নাঅনেক সুন্দর নাটক,0
"জারা তাদের ধর্মগ্রন্থ পরেছে এবং জানে, আপনি এমন কারো সাথে কথা বলবেন না, যে নিজের ধর্মগ্রন্থ পড়েনি, অযথা সময় নস্ট করছেন, এনাদের সাথে বকবক করে",2
"ফালতু চেহারা, ফালতু বয়ান। ",1
এই ৪ টা নামের মধ্যেই আবার অনেকের ১/২ টা নাম নিয়ে একটু চিন্তায় পড়তে হবে,0
মামুনুল হক সাহেবের কিছু হলে নাস্তিক দের ধ্বংস করবো।,2
লুইচ্চা নবীর হিজড়া উম্মত,2
শামীম ভাই খুব দারুন আবিনেয় করো,0
অসাধারণ একটা নাটক দেখলাম আসলেই নিশু আর তানজিন তিশা জুটি মানেই সেরা জুটি,0
ভারতের একবার শিক্ষা দেওয়ার দরকার শালারা সব দেশের সিমান্তে গুলি করে মানুষ মারে?,2
তুই কিসের অভিনেত্রী তোকে তো ভালোই জানতাম কিন্তু তোর মতন নিমোখারাম এবং ইসলামবিরোধী মেয়ে যদি বাংলাদেশে থাকে তাহলে ইসলাম তো ধ্বংস হবে তার সাথে মানুষের ঈমান ও ধ্বংস হয়ে যাবে তোকে যদি জুতা দিতে পিটাতে পারতাম তাহলে ভালো লাগতো শালী,2
ফকিন্নি শালারা আরো বড় বড় জ্ঞান সোদায় ।,1
হেতির ফাঁসি হওয়ায় শোক,2
রোহিঙ্গাদের জায়গায় যদি ভারত হত মনে হয় বাংলাদেশ সরকার বর্ডার নয় বরং শাড়ী সহ খুলে দিত,2
নিবির সাব রোহিঙ্গারা অপরাধ করে আর বাংলাদেশের সকল ফিরিস্তা অপরাধ কি জানেনা তোরা মালাউনের বংশধর অসহায় মানুষের ভাষা বুজার সেই মন তোদের নাই,2
নাটকের শেষটা এমন হলো কেনোতাহকে কি সবার খুশির বিরুদ্ধে বিয়ে করে নেয়া ঠিকএখানে নায়ক এখনো তার পুরোনো ভালোবাসা ভুলতে পারে নি তাহলে কি সে আরেকটি মেয়ে কে খুশি রাখতে পারবে,0
তারপর আশপাশ থেকে গাড়ির প্যাঁ-পু শব্দ দেয়া হলো...,0
শামিম ভাই আপনার অভিনয় দারুন ছিলবাকি সবাই অ ভাল করছে,0
সবাইকে ধন্যবাদ নাটকটি দেখতে অপেক্ষা করছে যাকে ছেড়ে আসা যায় কিন্তু ছেড়ে থাকা যায় না এমনি একটি নাটক মিজানুর রহমান আরিয়ানের তুমি আমারই আশা করছি আপনাদের কাছে ভাল লাগবে আমাদের জন্য দোয়া করবেন যেন সামনের দিন গুলোতে আরোও ভাল কিছু আপনাদের জন্য নিয়ে আসতে পারি ভালবাসা অবিরাম,0
এদের কে প্রতিটি ইঞ্চি শান্তি দেয়া হোক,2
"জায়গা লিজ নেয়া, রঙ্গিন টিন লাগানো, ক্লাসরুম রেডি করা... সব মিলিয়ে স্কুল তুলতে লাগবে ৬ লাখ টাকা",0
ঈদ মোবারক সবাইকে দেখি নাটক টা কেমন হইছে আসা করি ভালোই হবে,0
তাহলে ভররররত কে ঘোষণা করা হউক ধর্ষণের দেশ নস্ট জাতি চোরের জাতি বেজন্মাদের জাতি মালাউন জাতি,2
তোর চেয়ে অনেক অনেক ভাল শিল্পী আমাদের বাংলাদেশে আছে৷ তুই ভিখার বলে তোকে আমরা ভাইরাল করছিলাম আর তুই এখন নিজেকে অনেক কিছু ভাবিস ফালতু,1
"বাউলের সাজে খূব সুন্দর লাগছে আপু,ঈদ মোবারক।",0
তোর মায়ের মন ভালো না খারাপ খোঁজ রাখছসরে সাংবাদিক !,1
নামাজের মেসেজ দেওয়া টাই ভালো ছিল আর বাকি নাটক পুরা ফালতু,0
নাটক আমার কাছে ভালো লাগলো,0
ওয়াক-ম্যান কিনব বলে ঈদের আগের দিন কান্নাকাটি করলাম,0
রামপাল বিদ্যুত কেন্দ্র ভারতের জনগন ই তাদের দেশে করতে দেয় নি পরে বাংলাদেশে করা হচ্ছে,2
পাগলী আবার প্রিয় বউ,1
"পরিষ্কার কথা ইলামের নামে যত নাটক চালাচ্ছে তাদেক বিতাড়িত আমি ছাড়ব ইনশাল্লাহ । সাফা কবির কে উদ্দেশ্য করিয়া বলছি ও ভুল করছে সেজন্য তুই ক্ষমা চাইসিস, চেষ্টা বন্ধ করুন",2
মাদার চোদ কামডা হইলে তোর আয় তুই পাডারপো পাডা কারে জিগাইয়া আকামডা করলি মোরা হগ্গলে আছি কোটা লইয়্যা আর তুই মাদার ঠেক আছস মাইয়াকে বুকে ঘসা দিয়া ছবি পোন্দাইয়া হালা হোগামারা ধনের বাল,1
মামুনুল হক সাহেব কে যারা রাজাকার বলে তারা সকলে নাস্তিক,2
সাবিলার নুর এর এক্টিং অনেক জোশ,0
এই মূর্খের দেশে এসব কি বলছেন আপনার কি চাকরি আছে এখনো ?,1
রেন্ডিয়ারা জাকের নায়েকের একটা বালও পালাইতে পারবেনা চ্যালেণ্জ,2
"সে উত্তর দিলো,  ‘আর জীবনে ছাদের অনুষ্ঠানে লুঙ্গি পরমু না ... কানে ধরসি'",0
ডেলে দেইআরফান নিশু ভাইয়ের মুখে ডাইলকটা ভালোই লাগলো,0
ভাই আর্মি মারা ধরলে হোগার দাড়া ভাংগা পর্যন্ত মারে শুনছিলাম রিভিউ দিবেন ভাই নিশ্চয় !,1
"রাতে আজ আর ঘুম হইবো না,,, তুর পুটকির মত মুখ দেখে আমার ঘুম হারাম",1
ও হ্যা...  জাজের সাজ কি হতে পারে বলে প্রথমেই মাথায় আসে?,0
বুডু হয়েও সুন্দর কেন তিশা হা হা হা,0
ওই জন্যই বলে জুতো সোনার হলেও সেটা পায় রাখা উচিত ওটাকে কখনো মাথায় তুলতে নেই,1
ইমুশোনালনাটক গুলো আমার কাছে অনেক ভালো লাগেধন্যবাদ যানাই তাদেরকে,0
আমরা কি করে ভুলে যাই ঐসব দিন গুলোর কথা যখন এই মুসফিকদের জন্যেই আমরা ভারত পাকিস্তান অস্ট্রেলিয়া কিংবা ইংল্যান্ডের মত শক্তিধর দেশ গুলোকে হারিয়ে দিই? কি করেইবা ভুলে যাই এই মুসফিকদের জন্যেই বিদেশের মাটিতে আমার প্রিয় মাতৃভূমির নামটা বার বার উচ্চারিত হয়? এই আসিফদের কে এতোবড়ো অধিকার দিয়েছে মুসফিকদের সততা বা যোগ্যতা নিয়ে প্রশ্ন তোলার? এরাকে পাগল বলাটাও কি কম হয়নি?,2
এ নাটকে বেশকিছু বার্তা আছে শেষ দৃশ্যে চোখে পানি এসে গেল তিশার অভিনয় বেশি ভালো লেগেছে বাবামা নিয়ে একটি নাটক এখন অনেক নাটকেই নায়কনায়িকার বাবামাকে দেখা যায় না,0
ওই বাইনচোত তুই কি ভাবছছ ফোন দিয়া কোশল বিনিময় করমু.,1
"বিয়ের রাতে বিছানা গোলাপ ফুল দিয়ে সাজানো... সাজানোর সময় যে ফুলের পাপড়িগুলো পড়ে গেছে, আমি করলাম কি সেগুলো সিলিং ফ্যানের ডান্ডির উপরে লুকিয়ে রাখলাম",0
এইসব জানোয়ার দের স্পটে ইন কাউন্টার করা দরকার ?,2
ভারতের দালাল তরা কিছু নাবুজে গালাগাল করছ,2
পাকিস্তান কে বিশ্ব ম্যপ থেকে মুছে দেবো নিশ্চয় জয় হিন্দুস্থান,2
এই বি মাহি মার্কা লোকের কোন দরকার নাই । । ।,1
মিজানুর রহমান আরিয়ানবাংলাদেশে আপনি অন পিস খুব দেখার ইচ্ছে আপনাকে আই সেলুট ইউ,0
ঠিক এই কথাটাই তো আপনাদের সকলকে জানা দরকার। সংখ্যালঘু হোক কিংবা সংখ্যাগরিষ্ঠ সবাইকে তার আদি বাসস্থানে শান্তিপূর্ণভাবে বসবাস করার সমানাধিকার আছে। কিন্তু পরিসংখ্যান বাংলাদেশের ক্ষেত্রে এটা বলে না। বাংলাদেশিরা স্বাধীনতার পর থেকে এখন পর্যন্ত জাতি ধর্ম নির্বিশেষে ভারতে পারি দিয়ে যাচ্ছে। আর এদের মধ্যে সংখ্যালঘুদের অঙ্কটা অনেকটাই বেশি। কারণ নিশ্চই বলতে হবে না।,2
আরিয়ান ভাই সব সময় আপনার নাটকের জন্য অপেক্ষা করিঅসাধারন আর আমি চাই অপূর্ব সব সময় আপনার নাটকে থাকবে,0
সব সময় নামাজ এর অভিনয় করলে মানুষ আল্লাহ ভয়ে তাকিয়ে থাকবে,0
এটা ফাসিঁ বলদের ঘরে বলদ?,2
অনেক দিন পরে ভালো একটা নাটক দেখলাম,0
বাংলা নাটকের কিংবদন্তীএই বয়সে অনন্য উচ্চতায় বাংলা আধুনিক নাটকের গুরু,0
"এধরনের ফালতু ১০ টাকার পন্যের জন্য ভালো ভালো মেয়েরা অপমানিত হয়, ধর্ষন হয়, এই সব ফালতু মেয়েদের জুতা পিটা করার দরকার। শালীর বাচ্চা আখিরাতে বিশ্বাস করে না আবার ভাব দেখিয়ে পোষ্ট করে, তোমার মত মেয়ের মুখে বাংলার মানুষ মুতবেও না, তুই কছ যা না দেখছ তা বিশ্বাস করছ না, তর মা বাবার বিয়েও দেখছ নাই তাইলে বিশ্বাস কেন করে মা বাপ ডাকছ, আমি এখন শিউর তুই জারজ সন্তান, তুই কুত্তার জন্ম।",2
খুবই ভাল লাগলো অনেক শিক্ষনীয় মেসেজ আছে,0
প্রতিদিন একই চিত্র,0
"আমি বললাম, “নজরুল আমি ওই চেয়ারটায় বসি... তুমি দেখে জানাও”",0
"তোর জন্যি আজকে ব্রাজিল হারতে পারে, চুত মারানি!",1
" পদ্মা সেতুর একটা পিলারের দাম অনেক, নাইলে একটা পিলার তোর গোয়া দিয়া ভইরা দিতাম",1
সবসময়য় মুখে বলেই অভিশাপ দেয় না,0
...এরকমও যে ‘মানুষ’ হতে পারে এটাই তো দিনদিন ভুলে যাচ্ছি,0
একটি অপ্রত্যাশিত সত্য আমাকে দিয়েছিল নতুন এক পৃথিবী ঠিকানা অসাধারণ খুব সুন্দর লাগছে আশ্চর্য এক ভালবাসার কাহিনী,0
হা হা হা দাদী হাসাইলা দেশে মানুষ মারা জায়া প্রতিদিন এটার কোন খবর রাখোনা ভারতের ট্রেন দুঘটনায়া তোমার খারাপ লাগে জাক বুজতে পারতাছি আপনে দাদী আমাদের কে কত ভালো রাখবেন,2
এজইফ এই ইন্টার্ভিউতে একটাই প্রশ্ন... এবং এটার উত্তর না পেলে আজকে আমাকে বাসায় যেতে দিবে না... উত্তর দিতেই হবে,0
মালাউন দের বাঁশ ডুকাও বাঁশের পয়সা আমি দেব,2
"আবে ছালে রানু মন্ডল তো মেন্টাল,  একজন পাগল এর আচরণ তো এমনি হওয়ার কথাঅবাক হওয়ার কি আছে!! ",1
বাংলা নাটক গুলো খুব সুন্দর রিয়াদ সৌদি আরব,0
আরও ফাশি দেয়া থাক,2
আলোচনায় যুক্ত হতে গেলে নিজের ধর্ম সম্পর্কে জানতে হয়  অন্যথায় বোকা ধর্ম আরো বোকা হয়ে যায়,2
খুশি আপুর অভিনয়ে চোখের পানি ধরে রাখতে পারলাম না স্যালুট খুশি আপু,0
মজার ব্যাপার এরা কেউই লিফটে উঠেনি,0
নোবিতা তোর মাল তোকে ধোঁকা দিচ্ছে,1
এই নাস্তিকের ফাসি চাই।,2
৯২% মুসলমানদের দেশ বাংলাদেশে আজ মুসলিমরাই আওয়ামীলীগ নাম কুকুর দ্বারা নির্যাতনের স্বীকার,2
ভারতের মারে বাপ ভারত কোন বাল সিমান্ত বাংলাদেশ ও মায়ানমারের কি করবে না করবে তারাই ঠিক করবে। যেখানে সেখানে নাক গলায়।,2
"যদি থাকে নসিবে, বাচ্চা সহ আসিবে",1
"ধরেন, এক গ্রুপ বৃদ্ধাশ্রম চালায়",0
অসভ্য দেশ ভারত আগে সভ্য হয়ে নিজের দেশের লোকজনকে টয়লেট বানিয়ে কি ভাবে টয়লেট করতে হয় আগে শিক্ষা নেওয়া উচিত,2
"যদি তোমাকে এই পিস্তলটা ৫ মিনিটের জন্য দেয়া হয়, তুমি কাকে আগে মারবে? ",2
"একটা দুইটা নাস্তিক ধর, ধইরা ধইরা জুতা পেটা করে দেশ ছাড়া কর ",2
"সাফা কবির একজন নাস্তিক,তাকে জনসম্মুখে জুতা পেটা করা দরকার।",2
‘কস কি ...তোর দাদা যে সময়ে সাইকেল চালাত সেই সময়ে তো বিডি সাইক্লিস্ট ছিলই না’,0
অনেক দিন পর আমার সবচেয়ে প্রিয় জুটি নাটকটা অনেক ভালো লাগলো,0
"অনতিবিলম্বে এর জামাইকে চাকরি থেকে বের করা হবে, এবং অভিযুক্ত সবাইকে সবুজ অঙ্গনে আনা হোক",2
জারা এগটনার সাথে জরিত তাদের ফাসি চাই,2
"৭১ সালে আমরা স্বাধীনতার জন্যে যুদ্ধ করলেও ভারত করেছিল পাকিস্তান ভাঙার জন্যে, এটাই ইতিহাসের কঠিন বাস্তবতা ",2
মা বড় না মেয়ে বড় ? কঠিন প্রশ্ন,1
নাটকে নামাজ আদায় করা দেখে ভালো লাগলো,0
আমাদের আশেপাশেই আছে আমাদের ‘ঔষুধ না খেতে হেল্প’ করার স্টেপস গুলো,0
ঐ মালাউনের বাচ্চাকে খালী মাঠে ছেড়ে দেওয়া হউক তার বিচার জনগণ করবে।,2
"আইন করবেন তো এরকম করেন, এখন থেকে স্কুলে হাতের লেখা প্রতিযোগিতা হতে হবে ... আমাদের সময় তো ঠিকই হতো",0
লোপা রহমান আমিও ২বছর আগে ইসলামের চু চু করে দিছি চালিয়ে যান একদিন এবং সবার আগে ইসলাম চু চু হবেই,2
"মালের দুধ দেখে মাথাই নষ্ট, যৌবনে টেলা দি",1
ভারত না পাকিস্তান টাইপে ভুল হইছে।,1
অসাধারণ নাটক,0
তর বোদা টা কালো হয়ে গেছে আমি তোমার বোদা টা দেখেছি ।,1
গান্জার নেশা বোধহয় কেটে গেছে ।,1
আমি চোদনা অয়ে গেলাম গানটা শুনে,1
মানবতার দিকেওতাকাবেন ওরা বাংলাদেশে আসলে খতি হবে তাহলে চোখে কালো চশমা পরেবসেথাকেন মাথা বেথার কারন নেই মরলে ওরা মরুক আমরাজেন না মরি কিন্তু কার সময় কেমনে যাবে এক আল্লাহ্ জানেন সরকার ভারতের মানুষ মরলে শোকজানান আর আজ তিরছেন তিনি বিভেকের কাছে পশ্ন্র করি আমরা কি মুসলিম জাতি হায় আল্লাহ্ তুমি ওদেরকে রহমত কর,2
এক পায়ে নুপুর,0
মাশা আল্লাহ্। মহান আল্লাহ্ রব্বুল আলামিন আমাদের নেত্রী আমাদের মা কে নেক হায়াত ও সুস্থতা দান করুন। আমিন।যুবদল ঢাকা মহানগর দক্ষিন।,0
খুব সুন্দর হয়েছে প্রথম পর্ব টা বেশি ভাল লেগেছিল আইফোন নিয়ে টিউটরিয়াল পেতে আমাদের চ্যানেলে চোখ রাখুন,0
নাটক টার জন্য যেই পরিমান অপেক্ষা করেছিলাম🙂সেটা সার্থক হলোসব মিলিয়ে অনেক ভালো লাগছে💯ধন্যবাদ আরিয়ান ভাইনিশু ভাইমেহজাবিন আপিএবং পোরু টিম কে,0
রিয়াজ ভাই তুমি ইভানাকে নিয়ে মুভি করো খুব মজা হবে,0
নিশো ভাই মূলত বিভিন্ন নাটকে ভিন্ন ভিন্ন চরিত্রে অভিনব ও অনন্য কায়দায় নিজেকে উপস্থাপন করতে পারেন বলেই বাংলা নাটকে এখন পর্যন্ত তিনিই সেরা,0
আমরা চাই ভারতকে ধ্বংস করা হোক । ভারতের সাহস থাকে পাকিস্থানের সাথে যুদ্ধ করুক । দেখি কীভাবে ভারতের গরু মা ভারতকে রক্ষা করবে ।,2
এ গাভী টা নিশ্চয় কোন এমপি মন্তির ও প্রশাসনের বড় অফিসার দের খাট কাপায় পাপিয়ার মত।,1
এইরকম চুতমারানি বিয়া করার চাইতে সিংগেল মরা ভাল,0
আর এখানে যারা এসেছে তারা সারাবছর মানুষকে উপহার দেয়,0
গোয়া মারা সারা মেয়ে চলে গেছে,1
তাহলে কি আপনাদের ধর্মের নিয়ম এটা যে যদি একজন পরিবারে চার পাঁচ জন ভাই থাকে আর তাদের মধ্যে যদি যে কেউ একজন বিয়ে করলে তাহলে  এটা থেকে সবাই ভাগ পাবে?,2
বিয়ে টা দিতে পােরতেন আরো ভালো হতো নাটক,0
খুব সুন্দর নাটক আরফান নিশো ভাইরে খুব ভালো লাগে আমার,0
জুতা মারি ডিস আলম কে,2
অপূর্ব ভাইয়ের প্রতিটি নাটকেই আমাকে অনেক ভালো লাগে,0
ঐ আমার কান্দন আহে না ক্যান?,1
বাংলাদেশের ধর্ম ব্যেবসায়ি হাসুর পলিসি নির্বাচনের আগে মাথায় ঘোমটা হাথে তাসবি। নির্বাচনের পরে মসজিদে মুসল্লীদের গুলি মাদ্রাসাতে জঙ্গী।ভারতের সোনিয়া গান্ধী মুসলিম দের দুখা দিতে সেই পলিসি সেই ভেশ ধরিতেছে। আগামি নির্বাচনে মুসলিম দের ভোট পেতে। সে আল্লাহকে ভয়করে মাথায় ঘোমটা দেনি।,2
অসাধারণ আ খ ম হাসানের নাটক বাংলার শ্রষ্ট অভিনেতা,0
প্রায় দুই বছর পর কোনো বাংলা নাটক দেখলাম এক কথায় বলবো অপূর্ব অসাধারণ,0
"অশিক্ষিত, পাগলী রানু মণ্ডলে  নিজের মনের কথা ঠিকেই বলেছে এখানে আপনার মাথাব্যাথা কেন ? ",1
আমি কোলকাতা এই রকম নাটক দেখিনি আমার অপূর্ব ভাই এর অভিনয় খুব ভালো লেগেছে,0
অনেক দিন পর ভাল একটা নাটক দেখলাম রিয়াজ ভাই চো নাইস আর ইভানা তো কি বলব কিউট মেয়ে আই লাইক ইউ,0
শেষে একটাই চাওয়া রঙিন এই আয়োজনে ভালো থাকবে তোমরা,0
লাভ দিস কেয়ারলেস কিডস,0
"নেতা, শুধু দলীয় কমিটি নিয়ে বসে থাইকেন না।।",2
এই নাস্তিক কে জুতা পেটা করা উচিত,2
অটো চালালেও ঐ খানকির পোলাদের মত খোলা জায়গায় পায়খানা করে পরিবেশ নস্ট করতেছে না,2
রেন্ডি মালাউন মরলে আনন্দ পায়না যে জন কে বলে মানুষ তারে আম্লিগ সে জন ৷৷৷৷,2
খুব দেরি করে দেখলাম তবে স্টোরিটা খুবি ইমোশনাল চরম বাস্তবতা ধন্যবাদ বান্নহ ভাইয়া কে এতো সুন্দর একটা স্টোরি তুলে ধরার জন্য,0
ওরা দুজন আগের জন্মে মুসলমান ছিল এই জন্মে হিন্দু হয়েও ভুলতে পারেনি তাই মাসতুতো ভাই বোন প্রেম করেছে কারন ভাই বোনের বিবাহ মুসলমানদের মধ্যেই হয়,2
এই সব দেখানো বন্ধ করুনএতে সমাজের ক্ষতি,2
ভালই লাগলো অভিনয় জগতে নাটকে তানজিন তিশা এক রানী সাথে বস তো আছে,0
আমার মতে ওরে নিয়া এত মাতামাতি না করে ...জুতার মালা দিয়া দেশ থেকে বের করে দেয়া হোক,2
ভারত যুদ্ধবাজ নয় শান্তিবাজ।আর সীমান্তে বাংলাদেশীদের হত্যা করা তাদের নৈতিক দায়িত্ব।,2
কোট সংস্কার আন্দোলনের বিরুদ্ধে ছাত্রলীগের মিছিল,2
মাগি বাজাঁরে জা টাকা পাবে বেশি করে।,1
আরেকজন মহিলা সম্পূর্ণ ইগ্নর করেছে এটা ছোট একটা কাঁটা মনে করে... তার হাতের অবস্থা এখন এটা,0
নামায পড়ার বিষয়টা সত্যিই প্রশংসনীয় ছিল,0
(আমরা জুতাটা বাসায় নিয়ে আসিনি... চলে আসার আগ পর্যন্ত কেউ ক্লেইম করছে না দেখে আসার আগে বিয়ের গিফট কর্নারে এটা দিয়ে এসেছি,0
আফা আপনে এতো কথা শিখলেন কিভাবে আর মনে রাখলেন কিভাবে আমি শিহরিত,1
তার কাজই হবে আমার মাথা বানিয়ে ঘুম পারয়ে দেয়া,0
--,0
ওই মাগি কে আমি হলে মেরে ফেলতাম,2
হিন্দু ধর্মের কোন  মহিলার স্বামী মরে গেলে ঐ মহিলাকেও জীব্নত পুরিয়ে মারেন আপনারা এটা কি বর্বরতা নয়,2
"শিব একটা ধর্ষক ছিল, সে ৬০ হাজার কুমারী মেয়েকে ধর্ষণ করেছিল, তাই শিব লিঙ্গ ধর্ষণের প্রতীক।",2
আপনার নাটক রিলিজ হয়ছে আর এতো দিনেও আমি দেখিনাই এটা ভাবলেন কি ভাবে ।,0
যদি সিদ্ধার্থ বড় হয়ে তার মাকে চুদে অর্থাঠ সেক্স করে তবে আসিফ ভাই কি মেনে নিবে?,1
তুই আমার শালি আমি তোর দুলাভাই এতোটুকুই এটার থেকে বাড়াবাড়ি করবিনা ওয়াও ভেরি নাইস এই সময়টা খুবই ভালো লাগছে নিশো ভাই কথার স্টাইলে একদম সাইজ কইরা দিছিলো তিশাকে,0
বিয়ে পর্যন্ত আরও একটু দেখতে পারলে ভালো লাগতো,0
সব টিভি নাট্য শিল্পীরাই কুকুরের দল ভারতের নাটক গুলো বাংলার মা বোনদের খারাপ করা বোঝেনা সে বোঝেনা পাখি সিরিয়ালের সময় শিল্প কি নিচে ঢুকানো ছিল ? কই মালাউন চঞ্চল ? যদি বন্ধ হয় তবে ভারতে সিরিয়ালের সময় আগে মালাউনদের মুখ খোলা নাস্তিক তৌকির বর্তমানে বাংলার টিভি নাটকে মেয়ে শিল্পীদের ড্রেসের কাহিনী দেখলে ভারতকেও হার মানায় এগুলো পরিবর্তন কর ?,2
বিকলাঙ্গ ইনু ছাড়া সবাই সংলাপ চায়,1
